gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,LifetimeCharges,Churn
0,0,0,1,0.0,1,1,0,0,1,0,1,1,1,0.81,0.00934687283637203,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,1,1,0,0.7605633802816901,1,1,0,1,1,1,0,0,0,0.72,0.579967689822294,0,1,0,1,0,0,0,0,1,0,0-12,0.5476056338028169,0
0,0,0,0,0.9577464788732395,1,1,0,1,1,1,1,0,1,0.79,0.7760212324024924,0,1,0,0,0,1,0,1,0,0,0-12,0.7566197183098592,0
1,1,0,0,0.02816901408450704,1,0,0,0,1,0,0,0,0,0.55,0.020540041541657054,0,1,0,1,0,0,0,0,1,0,0-12,0.015492957746478873,0
0,0,0,0,0.04225352112676056,1,0,0,0,1,1,1,1,1,0.56,0.03242557119778444,1,0,0,1,0,0,0,0,1,0,0-12,0.023661971830985916,1
0,1,0,0,0.4084507042253521,1,1,0,0,1,1,1,0,1,0.51,0.23944149549965382,1,0,0,0,0,1,0,1,0,0,0-12,0.20830985915492958,0
1,0,0,0,0.056338028169014086,1,1,0,0,1,1,0,0,1,0.6400000000000001,0.04604200323101777,0,1,0,1,0,0,0,0,1,0,0-12,0.03605633802816902,0
1,0,1,0,0.9859154929577465,1,1,0,0,0,0,0,0,1,0.06,0.196976690514655,0,0,1,0,0,1,0,1,0,0,0-12,0.059154929577464786,0
1,0,0,0,0.3943661971830986,1,1,0,1,0,0,0,0,1,0.37000000000000005,0.18486037387491347,1,0,0,0,1,0,0,0,1,0,0-12,0.1459154929577465,0
0,0,1,0,0.7183098591549296,1,1,0,1,0,1,0,0,0,0.43,0.36360489268405266,1,0,0,1,0,0,1,0,0,0,0-12,0.3088732394366197,0
0,0,0,0,0.943661971830986,1,1,1,1,1,0,0,1,0,0.5800000000000001,0.6017770597738288,1,0,0,0,1,0,0,1,0,0,0-12,0.5473239436619719,0
1,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.10950842372490192,0,0,1,0,0,1,0,0,0,1,0-12,0.006338028169014091,0
0,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,1,1,0.36000000000000004,0.048465266558966075,1,0,0,1,0,0,0,1,0,0,0-12,0.03549295774647888,0
0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.16189706900530812,0,0,1,0,0,1,0,1,0,0,0-12,0.010000000000000009,0
1,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.035195015001153934,0,0,1,0,1,0,1,0,0,0,0-12,0.0022535211267605652,0
0,0,0,0,0.02816901408450704,1,0,0,1,1,1,1,1,1,0.8900000000000001,0.03461804754211863,0,1,0,1,0,0,0,0,1,0,0-12,0.02507042253521127,0
1,1,0,0,0.014084507042253521,1,0,0,1,0,0,1,0,1,0.6500000000000001,0.016732056312024006,0,1,0,1,0,0,1,0,0,0,0-12,0.00915492957746479,0
1,0,0,0,0.11267605633802817,1,0,1,0,0,0,0,0,1,0.56,0.07165935841218556,0,1,0,1,0,0,0,1,0,0,0-12,0.06309859154929578,1
1,0,0,0,0.7042253521126761,0,0,0,1,1,0,1,1,1,0.38000000000000006,0.3357950611585507,1,0,0,0,1,0,0,1,0,0,0-12,0.267605633802817,0
1,0,1,1,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.009462266328179092,0,0,1,0,0,1,0,0,0,1,0-12,0.0014084507042253535,0
1,0,1,0,0.02816901408450704,1,1,0,0,0,0,1,1,0,0.76,0.029425340410800832,0,1,0,1,0,0,0,0,1,0,0-12,0.02140845070422535,0
1,1,0,0,0.22535211267605634,1,1,0,0,0,0,1,1,1,0.76,0.18347565197322874,0,1,0,1,0,0,0,0,1,0,0-12,0.17126760563380283,0
0,0,1,0,0.4084507042253521,1,1,0,0,0,0,0,0,0,0.31,0.16420493884144935,1,0,0,1,0,0,0,0,1,0,0-12,0.12661971830985916,0
0,0,0,0,0.4225352112676057,1,1,0,1,0,1,1,0,1,0.53,0.2480960073851835,1,0,0,1,0,0,0,0,1,0,0-12,0.22394366197183102,0
1,0,0,0,0.619718309859155,1,0,1,0,1,1,1,1,0,0.6300000000000001,0.4154165705054235,1,0,0,0,0,1,1,0,0,0,0-12,0.39042253521126774,0
0,0,1,0,0.8873239436619719,1,1,1,1,1,0,0,0,0,0.71,0.6547426725132702,0,1,0,0,1,0,1,0,0,0,0-12,0.63,0
0,0,0,0,0.0,1,1,0,0,0,0,1,0,1,0.41,0.004731133164089546,1,0,0,1,0,0,0,0,1,0,,0.0,1
1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.51,0.005885068082160166,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,1,1,1,0.8450704225352113,1,1,0,1,0,0,1,1,0,0.81,0.6867066697438264,0,1,0,0,1,0,0,0,1,0,0-12,0.6845070422535212,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,0,0,0,1,,0.0,0
0,0,0,0,0.11267605633802817,0,0,0,0,0,0,1,1,1,0.27,0.04615739672282483,1,0,0,1,0,0,0,0,1,0,0-12,0.030422535211267608,1
0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.9600000000000002,0.9326102007846757,0,1,0,0,0,1,1,0,0,0,0-12,0.9600000000000002,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,0,0,0,1,,0.0,1
1,0,1,0,0.08450704225352114,1,0,0,0,0,0,0,0,1,0.26,0.03404108008308331,1,0,0,1,0,0,0,0,0,1,0-12,0.021971830985915496,0
1,0,1,0,0.9154929577464789,1,1,0,1,1,1,0,0,1,0.72,0.7052850219247634,0,1,0,0,1,0,1,0,0,0,0-12,0.6591549295774648,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.51,0.005885068082160166,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,0,1,1,0.5492957746478874,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.08389106854373414,0,0,1,1,0,0,1,0,0,0,0-12,0.010985915492957757,0
0,0,0,0,0.2112676056338028,1,1,0,1,1,0,0,1,1,0.53,0.13777982921763213,1,0,0,1,0,0,1,0,0,0,0-12,0.1119718309859155,0
1,0,0,0,0.014084507042253521,1,0,0,1,0,0,1,0,1,0.69,0.019039926148165243,0,1,0,1,0,0,1,0,0,0,0-12,0.009718309859154929,1
0,0,1,0,0.9295774647887325,1,1,0,0,0,0,0,0,0,0.06,0.18059081467805216,0,0,1,0,0,1,0,1,0,0,0-12,0.05577464788732395,0
1,0,1,0,0.5633802816901409,1,0,1,1,1,0,1,1,1,0.8600000000000001,0.4781906300484653,0,1,0,0,1,0,1,0,0,0,0-12,0.4845070422535212,0
1,0,1,1,0.7746478873239437,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.12704823447957536,0,0,1,0,0,1,0,1,0,0,0-12,0.0077464788732394445,0
1,0,0,0,1.0,1,1,1,1,1,1,1,1,1,0.98,0.9225709669974613,0,1,0,0,0,1,1,0,0,0,0-12,0.98,0
1,0,1,1,0.02816901408450704,1,1,0,0,0,0,0,1,1,0.6599999999999999,0.028386798984537276,0,1,0,1,0,0,1,0,0,0,0-12,0.018591549295774643,1
1,0,1,0,0.7464788732394366,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.1250865451188553,0,0,1,0,0,1,0,1,0,0,0-12,0.014929577464788745,0
0,1,0,0,0.7183098591549296,1,1,0,1,1,1,1,1,1,0.9200000000000002,0.6708977613662589,0,1,0,1,0,0,0,0,1,0,0-12,0.6608450704225354,0
1,0,0,0,0.6901408450704226,1,0,0,0,1,1,0,1,1,0.71,0.49457650588506813,0,1,0,0,0,1,1,0,0,0,0-12,0.49000000000000005,0
0,0,0,0,0.18309859154929578,1,1,0,0,0,1,1,0,1,0.71,0.13385645049619202,0,1,0,1,0,0,0,0,1,0,0-12,0.13,1
0,0,1,0,0.36619718309859156,1,0,1,0,0,0,0,0,0,0.3,0.16189706900530812,1,0,0,0,1,0,0,1,0,0,0-12,0.10985915492957747,0
1,1,1,0,1.0,1,1,1,1,1,1,0,0,1,0.78,0.7857142857142857,0,1,0,0,0,1,1,0,0,0,0-12,0.78,0
0,0,0,0,0.8591549295774649,1,0,1,1,0,0,1,1,1,0.56,0.5400415416570505,1,0,0,0,1,0,0,1,0,0,0-12,0.4811267605633804,0
1,0,0,0,0.15492957746478872,1,0,0,1,0,1,0,0,1,0.36000000000000004,0.07339026078929149,1,0,0,1,0,0,0,0,1,0,0-12,0.05577464788732395,0
1,1,0,0,0.6056338028169015,1,0,0,0,1,1,1,1,0,0.56,0.3750288483729518,1,0,0,0,1,0,1,0,0,0,0-12,0.33915492957746485,0
0,0,1,1,0.7464788732394366,1,0,0,1,0,1,0,0,1,0.6100000000000001,0.5012693284098777,0,1,0,0,0,1,1,0,0,0,0-12,0.4553521126760564,0
1,0,0,0,0.943661971830986,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.15785829679206095,0,0,1,0,0,1,1,0,0,0,0-12,0.018873239436619737,0
0,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.04581121624740365,0,0,1,1,0,0,0,0,0,1,0-12,0.002676056338028172,0
0,0,1,1,0.6901408450704226,1,1,0,0,1,0,0,0,0,0.36000000000000004,0.2995615047311332,1,0,0,0,1,0,1,0,0,0,0-12,0.24845070422535218,0
0,0,0,0,0.8028169014084507,1,1,0,0,0,0,0,0,1,0.06,0.17251327025155783,0,0,1,0,0,1,0,1,0,0,0-12,0.04816901408450704,0
0,0,1,1,0.47887323943661975,1,1,0,1,0,0,1,0,1,0.71,0.36268174474959614,0,1,0,1,0,0,1,0,0,0,0-12,0.34,0
1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.27,0.00715439649203785,1,0,0,1,0,0,0,0,1,0,0-12,0.003802816901408451,0
0,0,1,1,0.8732394366197184,1,1,1,0,1,1,0,1,0,0.5700000000000001,0.5375028848372951,1,0,0,0,0,1,0,0,0,1,0-12,0.49774647887323953,0
1,0,1,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.9200000000000002,0.75098084468036,0,1,0,0,1,0,0,1,0,0,0-12,0.7385915492957748,0
1,0,1,1,0.36619718309859156,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.06519732287099009,0,0,1,0,1,0,0,0,0,1,0-12,0.007323943661971838,0
1,0,1,0,0.9859154929577465,1,1,1,1,1,1,1,1,1,0.9700000000000002,0.9300715439649204,0,1,0,0,0,1,0,1,0,0,0-12,0.9563380281690143,0
1,0,0,0,0.8732394366197184,1,0,0,0,1,0,0,1,0,0.39999999999999997,0.4021463189476114,1,0,0,0,1,0,0,1,0,0,0-12,0.3492957746478873,0
0,0,1,0,0.9859154929577465,1,1,0,1,1,0,0,1,1,0.75,0.7674821140087699,0,1,0,1,0,0,1,0,0,0,0-12,0.7394366197183099,0
1,1,0,0,0.5633802816901409,1,1,1,1,1,0,1,1,1,0.9500000000000002,0.539003000230787,0,1,0,1,0,0,0,0,1,0,0-12,0.535211267605634,1
0,1,0,0,0.16901408450704225,1,0,0,0,0,0,1,1,1,0.72,0.13651050080775445,0,1,0,1,0,0,0,0,1,0,0-12,0.12169014084507042,1
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,1,0,0,0.6100000000000001,0.01442418647588276,0,1,0,1,0,0,0,0,1,0,0-12,0.00859154929577465,1
1,0,1,1,0.943661971830986,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.1470113085621971,0,0,1,0,0,1,1,0,0,0,0-12,0.009436619718309868,0
0,0,1,1,0.0,1,0,1,0,0,0,0,0,1,0.3,0.003461804754211863,1,0,0,1,0,0,0,0,0,1,,0.0,0
0,1,0,0,0.9014084507042254,1,1,1,0,1,1,1,1,1,0.9100000000000001,0.8181398569120701,0,1,0,0,0,1,0,0,1,0,0-12,0.8202816901408452,0
0,1,1,0,1.0,1,1,0,0,0,0,0,0,1,0.07,0.20586198938379877,0,0,1,0,0,1,1,0,0,0,0-12,0.07,0
1,0,0,0,0.3802816901408451,1,1,0,0,0,1,0,0,1,0.36000000000000004,0.17159012231710133,1,0,0,1,0,0,0,1,0,0,0-12,0.13690140845070425,0
0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.06,0.2124394184168013,0,0,1,0,0,1,0,1,0,0,0-12,0.06,0
1,0,0,0,0.014084507042253521,1,0,1,1,0,0,1,0,1,0.73,0.017309023771059313,0,1,0,1,0,0,0,0,1,0,0-12,0.01028169014084507,0
1,0,0,1,0.23943661971830985,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.0429263789522271,0,0,1,0,1,0,1,0,0,0,0-12,0.0047887323943662016,1
0,1,1,0,0.8309859154929577,1,1,0,1,1,0,1,1,1,0.8600000000000001,0.7294022617124394,0,1,0,0,1,0,0,0,1,0,0-12,0.7146478873239438,0
1,1,0,0,0.35211267605633806,1,1,0,0,0,1,0,1,1,0.48000000000000004,0.18855296561273946,1,0,0,1,0,0,0,0,1,0,0-12,0.16901408450704228,0
0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.53,0.00611585506577429,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.0068082160166166635,0,0,1,1,0,0,0,0,0,1,0-12,0.000845070422535212,1
0,0,1,1,0.943661971830986,1,1,1,1,1,1,1,1,1,0.74,0.7355181167782137,1,0,0,0,0,1,0,1,0,0,0-12,0.6983098591549296,0
1,0,0,0,0.5211267605633804,1,0,0,1,1,1,0,0,1,0.6599999999999999,0.3745672744057235,0,1,0,1,0,0,0,1,0,0,0-12,0.343943661971831,1
1,1,1,0,0.5774647887323944,1,1,1,0,1,0,1,1,1,0.8700000000000001,0.5286175859681513,0,1,0,0,1,0,1,0,0,0,0-12,0.5023943661971831,0
1,0,1,0,0.7887323943661972,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.1287791368566813,0,0,1,0,0,1,1,0,0,0,0-12,0.00788732394366198,0
0,0,1,0,0.7464788732394366,0,0,0,1,0,0,0,0,0,0.12,0.18497576736672053,1,0,0,1,0,0,0,0,1,0,0-12,0.0895774647887324,0
1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,1,0,0.6000000000000001,0.10720055388876068,0,1,0,1,0,0,1,0,0,0,0-12,0.09295774647887324,1
1,0,1,0,0.6056338028169015,1,0,1,1,1,0,0,0,1,0.43,0.31202400184629586,1,0,0,0,1,0,0,0,0,1,0-12,0.2604225352112676,0
0,0,1,1,0.5774647887323944,1,1,1,1,0,0,1,0,1,0.51,0.35079621509346876,1,0,0,1,0,0,1,0,0,0,0-12,0.29450704225352115,0
0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.06,0.20205400415416572,0,0,1,0,0,1,1,0,0,0,0-12,0.06,0
1,0,1,1,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.73,0.7240941610893146,1,0,0,0,0,1,0,0,0,1,0-12,0.719718309859155,0
1,0,1,0,0.25352112676056343,1,1,0,0,1,0,0,1,0,0.71,0.20113085621970922,0,1,0,1,0,0,0,0,0,1,0-12,0.18000000000000002,1
1,0,1,0,0.3098591549295775,1,1,0,0,0,1,1,1,1,0.55,0.18739903069466884,1,0,0,1,0,0,0,1,0,0,0-12,0.17042253521126763,0
1,0,0,0,0.4084507042253521,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.06462035541195478,0,0,1,0,0,1,0,1,0,0,0-12,0.004084507042253525,0
0,0,0,0,0.47887323943661975,1,1,0,0,0,0,0,0,0,0.08000000000000002,0.10800830833141012,0,0,1,0,1,0,1,0,0,0,0-12,0.038309859154929585,0
1,0,0,0,0.1267605633802817,1,1,1,0,0,0,1,1,1,0.8,0.1102007846757443,0,1,0,1,0,0,0,0,1,0,0-12,0.10140845070422536,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.25,0.002884837295176552,1,0,0,1,0,0,1,0,0,0,,0.0,0
0,0,0,0,0.295774647887324,1,0,0,0,0,0,0,0,1,0.51,0.1698592199399954,0,1,0,1,0,0,0,0,0,1,0-12,0.15084507042253523,0
0,0,1,1,0.08450704225352114,0,0,1,1,1,0,0,0,0,0.2,0.030233094853450264,1,0,0,0,0,1,0,0,0,1,0-12,0.016901408450704227,0
1,0,0,0,0.49295774647887325,0,0,1,1,1,1,0,1,1,0.35000000000000003,0.2172859450726979,1,0,0,0,0,1,0,0,0,1,0-12,0.17253521126760565,0
1,0,1,1,0.46478873239436624,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.08054465728132934,0,0,1,1,0,0,0,0,0,1,0-12,0.009295774647887334,0
0,0,1,1,1.0,1,1,1,1,1,0,0,0,0,0.46,0.5425801984768058,1,0,0,0,0,1,0,1,0,0,0-12,0.46,0
0,0,1,1,0.49295774647887325,1,1,0,0,0,0,0,0,0,0.07,0.10523886452804063,0,0,1,0,0,1,0,1,0,0,0-12,0.03450704225352113,0
1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.5800000000000001,0.006692822524809601,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.3098591549295775,1,1,0,1,0,0,0,0,1,0.6100000000000001,0.19132240941610895,0,1,0,1,0,0,0,0,1,0,0-12,0.1890140845070423,1
0,1,1,0,0.4366197183098592,1,1,0,0,0,0,0,1,1,0.6699999999999999,0.30279252250173094,0,1,0,1,0,0,0,0,1,0,0-12,0.2925352112676056,1
1,0,1,1,0.9859154929577465,1,1,1,1,1,1,0,0,1,0.77,0.7791368566812832,0,1,0,0,1,0,0,1,0,0,0-12,0.7591549295774648,0
1,1,0,0,0.3098591549295775,1,1,0,0,1,0,0,0,1,0.6100000000000001,0.20966997461343181,0,1,0,1,0,0,0,0,0,1,0-12,0.1890140845070423,0
0,0,1,0,0.22535211267605634,1,0,0,0,1,0,1,1,1,0.78,0.18116778213708748,0,1,0,0,1,0,1,0,0,0,0-12,0.17577464788732394,0
0,0,0,0,0.0,1,0,0,0,1,1,1,1,1,0.5700000000000001,0.006577429033002539,1,0,0,1,0,0,0,0,1,0,,0.0,0
0,0,1,1,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.027694438033694903,0,0,1,0,0,1,0,0,0,1,0-12,0.0015492957746478886,0
1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.17124394184168015,0,0,1,0,0,1,0,1,0,0,0-12,0.020000000000000018,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,0,0,0,1,,0.0,0
0,1,1,0,1.0,1,1,0,1,0,0,1,1,0,0.8,0.797484421878606,0,1,0,0,0,1,1,0,0,0,0-12,0.8,0
0,0,1,1,0.8309859154929577,1,1,0,0,0,0,0,0,0,0.56,0.5117701361643203,0,1,0,1,0,0,1,0,0,0,0-12,0.46535211267605636,0
1,0,1,1,0.8450704225352113,0,0,0,1,1,1,1,0,0,0.33,0.3722594045695823,1,0,0,0,0,1,0,1,0,0,0-12,0.27887323943661974,0
1,0,1,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.27,0.035195015001153934,1,0,0,1,0,0,0,0,0,1,0-12,0.019014084507042256,0
0,1,1,0,0.4366197183098592,1,1,0,0,0,0,0,1,0,0.6699999999999999,0.3049849988460651,0,1,0,1,0,0,0,0,1,0,0-12,0.2925352112676056,1
1,0,0,1,0.4225352112676057,1,1,0,0,0,0,1,0,1,0.6799999999999999,0.30913916455111934,0,1,0,1,0,0,0,1,0,0,0-12,0.28732394366197184,1
0,0,0,0,0.25352112676056343,1,0,0,1,0,0,0,0,1,0.55,0.1622432494807293,0,1,0,1,0,0,0,1,0,0,0-12,0.1394366197183099,1
0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.15958919916916686,0,0,1,0,0,1,1,0,0,0,0-12,0.020000000000000018,0
1,0,0,0,0.4366197183098592,1,1,0,1,0,0,0,0,1,0.36000000000000004,0.19859219939995384,1,0,0,1,0,0,0,0,1,0,0-12,0.15718309859154933,0
0,0,1,0,0.9014084507042254,1,1,0,1,0,0,0,1,1,0.72,0.6823217170551581,0,1,0,1,0,0,0,0,1,0,0-12,0.6490140845070422,0
1,0,1,1,0.619718309859155,0,0,1,0,0,0,1,1,1,0.32,0.26713593353334875,1,0,0,1,0,0,1,0,0,0,0-12,0.1983098591549296,0
0,0,0,0,0.5774647887323944,1,1,0,0,0,0,0,0,0,0.07,0.10743134087237481,0,0,1,0,1,0,0,0,1,0,0-12,0.04042253521126761,0
0,0,0,0,0.09859154929577466,1,1,0,0,0,0,0,0,1,0.56,0.0639279944611124,0,1,0,1,0,0,0,0,1,0,0-12,0.055211267605633815,0
0,0,0,1,0.4366197183098592,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.0782367874451881,0,0,1,0,0,1,0,0,0,1,0-12,0.008732394366197192,0
1,1,1,0,0.295774647887324,1,1,1,1,0,1,0,0,1,0.45,0.15728132933302563,1,0,0,1,0,0,0,0,0,1,0-12,0.1330985915492958,0
0,1,1,0,0.7887323943661972,0,0,0,0,0,0,1,1,1,0.26,0.29471497807523656,1,0,0,1,0,0,0,0,1,0,0-12,0.2050704225352113,1
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.29000000000000004,0.0033464112624048007,1,0,0,1,0,0,0,0,1,0,,0.0,0
0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,1,0,,0.0,1
1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,1,0,,0.0,0
0,0,0,0,0.323943661971831,1,0,0,0,0,1,1,1,1,0.78,0.24278790676205864,0,1,0,1,0,0,0,0,1,0,0-12,0.2526760563380282,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,1,0,0,0,,0.0,1
0,1,0,0,0.7464788732394366,1,1,0,1,0,0,0,1,1,0.72,0.5669282252480959,0,1,0,1,0,0,0,0,1,0,0-12,0.5374647887323943,0
1,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.07,0.011308562197092085,0,0,1,0,0,1,0,1,0,0,0-12,0.0029577464788732395,0
0,0,1,1,0.9014084507042254,1,1,1,0,1,1,1,1,0,0.9000000000000001,0.7984075698130625,0,1,0,0,0,1,1,0,0,0,0-12,0.811267605633803,1
1,0,1,0,0.7746478873239437,1,1,0,0,0,0,0,0,0,0.06,0.14343411031617817,0,0,1,0,1,0,0,0,1,0,0-12,0.04647887323943662,0
0,0,0,0,0.619718309859155,1,0,1,0,1,0,1,1,1,0.5700000000000001,0.3756058158319871,1,0,0,1,0,0,0,0,1,0,0-12,0.3532394366197184,0
1,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.16120470805446574,0,0,1,0,0,1,0,1,0,0,0-12,0.009859154929577474,0
0,0,1,0,0.8169014084507042,1,0,1,1,1,0,1,0,0,0.48000000000000004,0.45465035771982465,1,0,0,0,1,0,0,1,0,0,0-12,0.3921126760563381,0
0,0,0,0,0.9577464788732395,0,0,0,1,1,0,0,0,1,0.17000000000000004,0.2854834987306716,1,0,0,0,1,0,1,0,0,0,0-12,0.16281690140845076,0
0,0,0,0,0.25352112676056343,1,0,0,0,0,0,0,0,0,0.0,0.030117701361643205,0,0,1,0,1,0,0,0,0,1,0-12,0.0,0
1,0,1,1,0.7605633802816901,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.12289406877452112,0,0,1,0,0,1,0,1,0,0,0-12,0.007605633802816908,0
1,0,0,0,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.08504500346180477,0,0,1,0,1,0,0,0,0,1,0-12,0.005211267605633808,0
0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.27,0.04431110085391184,1,0,0,1,0,0,0,0,1,0,0-12,0.03422535211267606,1
1,1,1,0,0.647887323943662,1,1,1,1,1,0,0,0,1,0.49000000000000005,0.3731825525040388,1,0,0,1,0,0,0,1,0,0,0-12,0.3174647887323944,0
1,0,1,0,0.014084507042253521,0,0,0,0,0,0,0,1,1,0.17000000000000004,0.005769674590353104,1,0,0,1,0,0,0,0,1,0,0-12,0.002394366197183099,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.28,0.0032310177705977385,1,0,0,1,0,0,0,1,0,0,,0.0,1
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,1,0,,0.0,1
0,1,0,0,0.0,0,0,0,1,1,0,0,1,1,0.25,0.002884837295176552,1,0,0,1,0,0,0,0,1,0,,0.0,1
0,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.105931225478883,0,0,1,0,0,1,0,0,0,1,0-12,0.012676056338028182,0
1,1,0,0,0.5211267605633804,1,0,1,1,0,0,0,0,1,0.39000000000000007,0.2575582737133626,1,0,0,1,0,0,0,1,0,0,0-12,0.20323943661971838,1
1,0,1,0,0.9014084507042254,1,0,1,0,1,1,0,0,0,0.39999999999999997,0.44299561504731133,1,0,0,0,0,1,0,1,0,0,0-12,0.3605633802816901,0
1,0,1,0,0.25352112676056343,1,0,1,0,0,0,0,0,1,0.55,0.16420493884144935,0,1,0,1,0,0,0,0,1,0,0-12,0.1394366197183099,1
0,0,0,0,0.7183098591549296,1,0,0,1,0,0,0,1,1,0.6699999999999999,0.49849988460650824,0,1,0,1,0,0,0,0,1,0,0-12,0.4812676056338028,1
0,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.15693514885760446,0,0,1,0,0,1,0,0,0,1,0-12,0.009859154929577474,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,1
1,1,0,0,0.7183098591549296,0,0,0,1,1,1,1,0,1,0.32,0.2940226171243942,1,0,0,1,0,0,0,0,1,0,0-12,0.22985915492957748,0
0,0,1,0,0.07042253521126761,1,1,0,0,0,0,0,0,0,0.07,0.017655204246480496,0,0,1,0,1,0,0,0,0,1,0-12,0.004929577464788733,0
1,1,1,0,0.35211267605633806,1,0,0,0,1,0,0,1,0,0.42,0.18220632356335104,1,0,0,0,1,0,0,0,0,1,0-12,0.14788732394366197,0
0,1,0,0,0.6619718309859155,1,1,0,1,0,0,1,1,1,0.81,0.5453496422801754,0,1,0,0,1,0,0,0,1,0,0-12,0.5361971830985915,0
1,0,1,1,0.8873239436619719,1,1,1,0,0,1,1,1,1,0.8600000000000001,0.7734825755827371,0,1,0,0,1,0,1,0,0,0,0-12,0.7630985915492959,0
1,0,0,0,0.02816901408450704,1,0,0,1,0,0,1,0,0,0.6500000000000001,0.026425109623817215,0,1,0,1,0,0,0,0,1,0,0-12,0.01830985915492958,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.26,0.003000230786983614,1,0,0,1,0,0,1,0,0,0,,0.0,0
